CB1	CB2	Jaccard_score
134399_211164_187028	201098_212647_201567	0.250000
134399_211164_187028	144323_134399_211164	0.282051
134399_211164_187028	202068_134399_211164	0.555556
134451_228598_223794	149998_223794_228598	0.714286
134451_228598_223794	151441_134451_228598	0.833333
134492_133390_175916	134494_60845_175916	0.444444
134492_133390_175916	134492_216128_200984	0.526316
134492_133390_175916	134494_215987_175916	0.352941
134492_216128_200984	134494_60845_175916	0.750000
134492_216128_200984	156070_75604_193514	0.384615
134494_60845_175916	156070_75604_193514	0.250000
134516_173723_182933	182933_92776_223885	0.769231
134516_173723_182933	173723_134516_223884	0.384615
134516_173723_182933	176654_238090_219769	0.250000
134516_173723_243341	173723_134516_223884	0.320000
134516_173723_243341	223885_92776_243341	0.625000
134610_60095_195003	193514_184113_211591	0.300000
134645_267_240181	228495_188628_244356	0.250000
134645_267_240181	134647_176032_240181	0.600000
134645_267_240181	185363_264_228499	0.833333
134645_267_240181	167005_193661_185363	0.833333
134645_267_240181	202838_229297_229299	0.571429
134647_176032_240181	228495_188628_244356	0.357143
134647_176032_240181	188628_244356_229299	0.285714
134647_176032_240181	185363_264_228499	0.500000
134647_176032_240181	167005_193661_185363	0.500000
134647_176032_240181	202838_229297_229299	0.500000
134824_42156_156493	144617_122939_223210	0.254902
134824_193134_149422	193134_134824_210425	0.269231
134824_193134_204782	193134_204782_212520	0.428571
134996_51400_212530	202295_51396_202297	0.833333
134996_51400_212530	202299_22412_234734	0.833333
142271_151032_238090	223885_92776_243341	0.250000
142271_151032_238090	219833_76455_228812	0.333333
142288_223705_229453	161194_229453_223705	1.000000
142288_223705_229453	194974_31619_214548	0.272727
142290_184713_238278	193436_243148_223798	0.333333
142290_184713_238278	223798_107848_238278	0.500000
142369_28587_143850	144349_84202_193892	0.318182
142369_28587_143850	142369_92204_144349	0.375000
142369_92204_144349	144349_84202_193892	0.296296
142369_112653_142576	142369_228515_238571	0.545455
142369_228515_238571	193134_20165_228768	0.384615
142446_53367_229451	211765_185716_229451	0.555556
142446_53367_229451	185716_211765_229307	0.714286
142446_150780_176138	175625_20656_202626	0.333333
142446_150780_176138	142446_185716_243405	0.400000
142446_150780_176138	150780_142446_185716	0.294118
142446_150780_237963	150780_142446_185716	0.250000
142446_150780_237963	142446_185716_229451	0.454545
142446_150780_237963	150780_237963_195721	0.555556
142446_185716_229451	150780_142446_185716	0.269231
142446_185716_229451	150780_237963_195721	0.333333
142446_185716_243405	185716_243405_229451	0.266667
142446_185716_243405	150780_142446_185716	0.384615
142446_185716_243405	149240_149642_153579	0.250000
142446_202316_229451	185716_229451_202316	1.000000
142461_176145_156103	176145_142461_188392	0.705882
142461_176145_156103	142564_142565_142566	0.263158
142461_176145_156103	142564_168987_142566	0.466667
142461_176145_156103	142657_156103_176145	0.250000
142564_142565_142566	176145_142461_188392	0.277778
142564_142565_142566	142570_38572_243220	0.400000
142564_142565_142566	142657_156103_176145	0.272727
142564_168987_142566	176145_142461_188392	0.312500
142588_156769_210645	149131_210645_156769	0.900000
142663_229095_153061	229095_153061_244852	0.428571
143026_37173_244577	244556_115024_244783	0.333333
143149_2953_159888	151736_207448_173772	0.500000
143149_2953_159888	151737_143177_159888	0.750000
143179_64046_191972	202706_151710_240332	0.260870
143332_55713_199271	188628_244356_229299	0.300000
143451_201621_201503	143451_38914_201504	0.666667
143451_38914_201504	195319_56671_201503	0.272727
143451_201621_201503	195319_56671_201503	0.454545
143697_102466_204813	198999_74567_204813	0.272727
144026_74152_211532	195163_55501_211508	0.285714
144063_84444_212101	212101_102989_212308	0.750000
144063_84444_212101	210601_32703_212309	0.444444
144063_84444_212101	204949_13155_212309	0.333333
144091_9959_202068	202209_211220_211164	0.571429
144306_13929_185066	144306_244445_144349	0.357143
144306_185068_244445	144349_244445_185068	1.000000
144323_134399_211164	144323_202068_244740	0.266667
144323_202068_193852	202068_193852_244740	0.360000
144323_202068_193852	202068_144323_238727	0.285714
144323_238727_211164	202068_144323_238727	0.750000
144346_201914_201913	159312_22760_201909	0.363636
144346_201914_201913	185117_201913_201914	0.666667
144346_201914_201913	201914_144346_201915	0.900000
144346_201914_201913	185118_201916_243273	0.272727
144346_201914_201913	185118_101329_201915	0.555556
144346_201914_201913	228647_68345_228648	0.384615
144346_201914_201913	159312_22759_238900	0.363636
144346_201914_201913	201918_228652_243273	0.272727
144346_201914_201913	201921_59914_240264	0.272727
144346_201914_201913	201916_243273_228652	0.272727
144346_201914_201913	228652_201918_240261	0.272727
144349_51875_238818	156493_53352_243824	0.307692
144349_55574_204813	204813_32597_236162	1.000000
144349_55574_204813	175512_213070_212630	0.555556
144349_55574_204813	213070_212630_213074	0.625000
144349_201525_195070	144349_68740_199137	0.454545
144349_92161_175512	175512_213073_212630	0.307692
144349_92161_175512	213070_212630_213074	0.250000
144349_207289_244445	151493_51290_201606	0.400000
144349_244445_199169	229422_93313_229422	0.333333
144558_238571_193134	204783_193134_238571	0.714286
144568_122110_151517	144568_172592_195173	0.388889
144568_172592_195173	192201_47444_211655	0.272727
144617_17365_202778	202778_185588_236275	0.269231
144617_122939_188553	151332_68071_188553	0.350000
144617_122939_195007	234857_188494_236336	0.297297
144617_144989_234857	172554_80765_234857	0.666667
144617_236437_159727	159727_68071_243824	0.307692
144872_176647_156667	144872_240408_215942	0.600000
144872_176647_156667	176647_144872_240408	0.600000
144872_176647_156667	176647_156667_184702	1.000000
144872_176647_156667	147772_238826_185507	0.333333
144872_240408_215942	176647_144872_240408	1.000000
144872_240408_215942	176647_156667_184702	0.600000
144988_156737_201011	156866_111943_201011	1.000000
147772_238826_185507	176647_156667_184702	0.333333
149089_240583_153359	228828_153359_240583	0.923077
149089_240583_153359	236162_149089_240583	0.812500
149089_240583_153359	195078_201465_234451	0.290323
149089_240583_153359	172592_159846_173673	0.384615
149089_240583_153359	201465_195078_211449	0.333333
149108_176401_172588	159763_172588_176401	0.750000
149114_243639_218055	156043_75216_156044	0.250000
149172_151700_200959	151700_149172_243013	0.833333
149396_60443_211449	172592_159846_173673	0.250000
149396_60443_211449	201465_195078_211449	0.714286
149396_107809_170518	236162_149089_240583	0.250000
149396_107809_170518	195078_201465_234451	0.393939
149422_193134_204783	193134_204783_210425	0.352941
149998_223794_228598	151441_134451_228598	0.625000
151332_68071_188553	151332_93518_156493	0.285714
151332_93518_156493	156493_42156_210425	0.310345
151493_22706_229422	229422_93313_229422	0.416667
151501_68384_212691	212691_195299_229008	0.416667
151501_68384_212691	195299_229008_212690	0.333333
151506_240870_244335	210373_187275_244337	0.333333
151736_207448_173772	151737_143177_159888	0.500000
153014_202297_201425	193214_32594_193215	0.666667
153014_202297_201425	216487_133948_219487	0.333333
153014_202297_201425	196832_98850_234735	0.250000
153014_202297_201425	196832_207323_219488	0.333333
153014_202297_201425	216487_113647_219488	0.333333
153014_202297_201425	201024_212522_219487	0.384615
153014_202297_201425	193215_153014_202297	1.000000
153017_51913_236287	193214_32594_193215	0.307692
153017_51913_236287	216487_133948_219487	0.636364
153017_51913_236287	196832_98850_234735	0.700000
153017_51913_236287	196832_207323_219488	0.636364
153017_51913_236287	216487_113647_219488	0.636364
153017_51913_236287	201024_212522_219487	0.333333
153017_51913_236287	156414_32479_219489	0.400000
153061_229095_199390	187012_199390_229095	0.428571
153237_50832_193822	195150_3957_212202	0.266667
153237_50832_193822	193822_144452_212202	0.666667
153237_50832_212202	195150_3957_212202	0.500000
153237_50832_212202	193869_107385_212205	0.600000
153303_211267_236307	153303_24710_159289	0.400000
153303_106580_159289	175910_51558_219287	0.538462
153303_106580_159289	159289_207371_243554	0.333333
153343_123746_185507	185507_107769_238826	0.428571
156414_32479_219489	216487_133948_219487	0.272727
156414_32479_219489	196832_98850_234735	0.300000
156414_32479_219489	196832_207323_219488	0.272727
156414_32479_219489	216487_113647_219488	0.272727
156493_42156_193134	156493_53352_243824	0.266667
156493_42156_210425	193134_134824_210425	0.369565
156493_243824_201242	201242_22704_243606	0.250000
156638_185130_185129	156639_185128_156640	0.833333
156667_194941_226823	194941_226823_215942	0.555556
156667_194941_226823	184702_156667_194941	0.625000
158773_175567_173845	158773_28583_175568	0.526316
158773_28583_175568	175569_181993_202237	0.526316
158773_28583_175568	202235_24610_238120	0.315789
158773_28583_175568	175567_173845_188800	0.368421
158773_175567_173845	175569_181993_202237	0.538462
158773_175567_173845	202235_24610_238120	0.454545
158773_175567_173845	175567_173845_188800	0.700000
159287_144203_234857	159287_32352_175625	0.545455
159312_22759_238900	159312_22760_201909	1.000000
159312_22759_238900	185117_201913_201914	0.500000
159312_22759_238900	201914_144346_201915	0.333333
159312_22760_201909	185117_201913_201914	0.500000
159312_22760_201909	201914_144346_201915	0.333333
159519_59567_228322	193007_32943_228322	0.277778
159763_3443_190390	161206_396_172588	0.428571
159763_190390_172592	172588_159763_190390	0.275862
159763_190390_172592	172592_75950_228870	0.272727
159790_195253_165962	195253_165962_223182	0.714286
161194_229453_223705	194974_31619_214548	0.272727
166947_37173_244577	244556_115024_244783	0.416667
167005_193661_185363	185363_264_228499	1.000000
167005_193661_185363	202838_229297_229299	0.428571
167933_167933_167933	167933_53364_228768	0.555556
167933_167933_193501	167933_53364_228768	0.476190
167933_53364_228768	193134_201754_228768	0.466667
167933_167933_167933	167933_167933_193501	0.722222
167933_167933_167933	193134_201754_228768	0.375000
167933_167933_193501	193134_201754_228768	0.315789
172588_9139_190390	216487_149108_244551	0.250000
172592_159846_173673	228828_153359_240583	0.416667
172592_159846_173673	236162_149089_240583	0.312500
172592_159846_173673	201465_195078_211449	0.333333
173589_228539_234632	228539_234632_234631	0.857143
173642_234654_238278	193436_80606_202174	0.400000
173723_134516_223884	182933_92776_223885	0.321429
173723_134516_223884	176654_238090_219769	0.259259
173810_188849_212511	188849_173810_243847	0.487805
173810_188849_212511	201098_3402_212511	0.492958
175512_213070_212630	204813_32597_236162	0.555556
175512_213070_212630	213070_212630_213074	0.888889
175567_173845_188800	175569_181993_202237	0.307692
175567_173845_188800	202235_24610_238120	0.625000
175625_20656_202626	202626_102852_234396	0.285714
176174_101076_238602	176174_244677_188294	1.000000
176174_101076_238602	201046_188294_244677	0.357143
176174_101076_238602	188294_201046_238601	0.384615
176174_244677_188294	201046_188294_244677	0.357143
176174_244677_188294	188294_201046_238601	0.384615
176333_74816_238602	201046_188294_244677	0.428571
176333_74816_238602	188294_201046_238601	0.461538
176647_144872_240408	176647_156667_184702	0.600000
181092_17365_234857	234857_185588_236275	0.500000
184702_156667_194941	194941_226823_215942	0.363636
184856_22155_193636	202900_176197_238485	0.444444
184856_22155_193636	193636_76652_229328	0.300000
184856_22379_202900	202900_176197_238485	0.250000
185050_219885_210728	211512_210728_219885	0.666667
185050_219885_210728	210728_211512_211513	0.615385
185050_219885_210728	195163_55501_211508	0.250000
185050_219885_210728	210724_185050_219885	1.000000
185050_219885_210728	211513_28508_219886	0.666667
185117_201913_201914	201914_144346_201915	0.600000
185117_201913_201914	185118_201916_243273	0.375000
185117_201913_201914	185118_101329_201915	0.375000
185117_201913_201914	228647_68345_228648	0.250000
185118_101329_201915	201914_144346_201915	0.500000
185118_101329_201915	185118_201916_243273	0.428571
185118_101329_201915	228647_68345_228648	0.555556
185118_101329_201915	201918_228652_243273	0.250000
185118_101329_201915	201921_59914_240264	0.250000
185118_101329_201915	201916_243273_228652	0.250000
185118_101329_201915	228652_201918_240261	0.250000
185118_201916_243273	201914_144346_201915	0.363636
185118_201916_243273	228647_68345_228648	0.272727
185363_264_228499	202838_229297_229299	0.428571
185609_188654_188655	188654_185609_210841	1.000000
185716_211765_229307	211765_185716_229451	0.750000
187028_211164_238727	202068_193852_244740	0.320755
187028_211164_238727	202068_238727_211164	0.577778
187249_32601_190390	190390_234396_240436	0.250000
188076_211453_192136	192136_66158_244359	0.777778
188076_211453_192136	211452_68062_240089	0.500000
188076_211453_192136	192137_188076_211453	0.625000
188294_201046_238601	201046_188294_244677	0.928571
188294_201046_238601	238602_101076_244677	0.461538
188398_195811_212879	195811_212879_198925	1.000000
188628_244356_229299	228495_188628_244356	0.700000
188628_244356_229299	202838_229297_229299	0.300000
188880_193399_188881	193399_188880_243446	0.777778
192136_66158_244359	211452_68062_240089	0.666667
192136_66158_244359	192137_188076_211453	0.444444
193134_204782_212520	202156_80168_212520	0.300000
193134_204783_210425	210425_42156_243823	0.461538
193134_204783_210425	204783_193134_238571	0.312500
193214_32594_193215	216487_133948_219487	0.545455
193214_32594_193215	196832_98850_234735	0.454545
193214_32594_193215	196832_207323_219488	0.545455
